"Student_ID","subject","subject_score","tile","grade","points","total_points","student_total_score","a_student","avg_student_total_points_per_grade","avg_a_student_grade_score"
481,"Maths",100,6,"A",10,24,514,1,41.06,568.817158931083
530,"Maths",100,6,"A",10,43,594,1,41.06,568.817158931083
533,"Maths",100,6,"A",10,46,591,1,41.06,568.817158931083
678,"Maths",100,6,"A",10,31,555,1,41.06,568.817158931083
679,"Maths",100,6,"A",10,37,568,1,41.06,568.817158931083
711,"Maths",100,6,"A",10,33,545,1,41.06,568.817158931083
742,"Maths",100,6,"A",10,44,593,1,41.06,568.817158931083
799,"Maths",100,6,"A",10,46,599,1,41.06,568.817158931083
803,"Maths",100,6,"A",10,52,621,1,41.06,568.817158931083
833,"Maths",100,6,"A",10,52,621,1,41.06,568.817158931083
937,"Maths",100,6,"A",10,33,543,1,41.06,568.817158931083
945,"Maths",100,6,"A",10,49,604,1,41.06,568.817158931083
996,"Maths",100,6,"A",10,49,609,1,41.06,568.817158931083
63,"Maths",99,6,"A",10,49,610,1,41.06,568.817158931083
117,"Maths",99,6,"A",10,39,576,1,41.06,568.817158931083
119,"Maths",99,6,"A",10,41,578,1,41.06,568.817158931083
169,"Maths",99,6,"A",10,47,609,1,41.06,568.817158931083
176,"Maths",99,6,"A",10,43,586,1,41.06,568.817158931083
201,"Maths",99,6,"A",10,44,595,1,41.06,568.817158931083
248,"Maths",99,6,"A",10,24,512,1,41.06,568.817158931083
270,"Maths",99,6,"A",10,33,549,1,41.06,568.817158931083
287,"Maths",99,6,"A",10,38,565,1,41.06,568.817158931083
321,"Maths",99,6,"A",10,52,619,1,41.06,568.817158931083
376,"Maths",99,6,"A",10,38,567,1,41.06,568.817158931083
377,"Maths",99,6,"A",10,49,613,1,41.06,568.817158931083
379,"Maths",99,6,"A",10,36,563,1,41.06,568.817158931083
398,"Maths",99,6,"A",10,38,573,1,41.06,568.817158931083
489,"Maths",99,6,"A",10,40,570,1,41.06,568.817158931083
523,"Maths",99,6,"A",10,42,593,1,41.06,568.817158931083
548,"Maths",99,6,"A",10,34,541,1,41.06,568.817158931083
558,"Maths",99,6,"A",10,48,605,1,41.06,568.817158931083
634,"Maths",99,6,"A",10,48,605,1,41.06,568.817158931083
658,"Maths",99,6,"A",10,43,578,1,41.06,568.817158931083
659,"Maths",99,6,"A",10,43,582,1,41.06,568.817158931083
669,"Maths",99,6,"A",10,52,614,1,41.06,568.817158931083
696,"Maths",99,6,"A",10,30,535,1,41.06,568.817158931083
705,"Maths",99,6,"A",10,41,580,1,41.06,568.817158931083
145,"Maths",98,6,"A",10,50,621,1,41.06,568.817158931083
284,"Maths",98,6,"A",10,38,560,1,41.06,568.817158931083
346,"Maths",98,6,"A",10,36,554,1,41.06,568.817158931083
397,"Maths",98,6,"A",10,48,610,1,41.06,568.817158931083
471,"Maths",98,6,"A",10,42,567,1,41.06,568.817158931083
529,"Maths",98,6,"A",10,43,582,1,41.06,568.817158931083
624,"Maths",98,6,"A",10,55,625,1,41.06,568.817158931083
643,"Maths",98,6,"A",10,44,594,1,41.06,568.817158931083
702,"Maths",98,6,"A",10,52,620,1,41.06,568.817158931083
807,"Maths",98,6,"A",10,35,557,1,41.06,568.817158931083
808,"Maths",98,6,"A",10,60,651,1,41.06,568.817158931083
856,"Maths",98,6,"A",10,35,558,1,41.06,568.817158931083
900,"Maths",98,6,"A",10,34,547,1,41.06,568.817158931083
926,"Maths",98,6,"A",10,47,596,1,41.06,568.817158931083
24,"Maths",97,6,"A",10,46,604,1,41.06,568.817158931083
34,"Maths",97,6,"A",10,30,536,1,41.06,568.817158931083
81,"Maths",97,6,"A",10,32,547,1,41.06,568.817158931083
106,"Maths",97,6,"A",10,31,539,1,41.06,568.817158931083
161,"Maths",97,6,"A",10,46,592,1,41.06,568.817158931083
222,"Maths",97,6,"A",10,35,549,1,41.06,568.817158931083
312,"Maths",97,6,"A",10,38,579,1,41.06,568.817158931083
448,"Maths",97,6,"A",10,30,538,1,41.06,568.817158931083
507,"Maths",97,6,"A",10,32,541,1,41.06,568.817158931083
592,"Maths",97,6,"A",10,40,572,1,41.06,568.817158931083
629,"Maths",97,6,"A",10,31,539,1,41.06,568.817158931083
731,"Maths",97,6,"A",10,39,566,1,41.06,568.817158931083
740,"Maths",97,6,"A",10,46,599,1,41.06,568.817158931083
844,"Maths",97,6,"A",10,50,605,1,41.06,568.817158931083
981,"Maths",97,6,"A",10,46,583,1,41.06,568.817158931083
997,"Maths",97,6,"A",10,56,630,1,41.06,568.817158931083
26,"Maths",96,6,"A",10,34,551,1,41.06,568.817158931083
35,"Maths",96,6,"A",10,52,617,1,41.06,568.817158931083
36,"Maths",96,6,"A",10,33,544,1,41.06,568.817158931083
65,"Maths",96,6,"A",10,56,626,1,41.06,568.817158931083
83,"Maths",96,6,"A",10,33,543,1,41.06,568.817158931083
129,"Maths",96,6,"A",10,37,568,1,41.06,568.817158931083
184,"Maths",96,6,"A",10,45,595,1,41.06,568.817158931083
296,"Maths",96,6,"A",10,36,558,1,41.06,568.817158931083
351,"Maths",96,6,"A",10,38,573,1,41.06,568.817158931083
355,"Maths",96,6,"A",10,27,526,1,41.06,568.817158931083
380,"Maths",96,6,"A",10,43,588,1,41.06,568.817158931083
464,"Maths",96,6,"A",10,50,610,1,41.06,568.817158931083
559,"Maths",96,6,"A",10,45,601,1,41.06,568.817158931083
568,"Maths",96,6,"A",10,27,523,1,41.06,568.817158931083
569,"Maths",96,6,"A",10,29,535,1,41.06,568.817158931083
802,"Maths",96,6,"A",10,40,584,1,41.06,568.817158931083
827,"Maths",96,6,"A",10,36,555,1,41.06,568.817158931083
837,"Maths",96,6,"A",10,54,617,1,41.06,568.817158931083
840,"Maths",96,6,"A",10,34,554,1,41.06,568.817158931083
841,"Maths",96,6,"A",10,45,585,1,41.06,568.817158931083
853,"Maths",96,6,"A",10,32,544,1,41.06,568.817158931083
972,"Maths",96,6,"A",10,44,584,1,41.06,568.817158931083
16,"Maths",95,6,"A",10,54,626,1,41.06,568.817158931083
45,"Maths",95,6,"A",10,40,571,1,41.06,568.817158931083
235,"Maths",95,6,"A",10,44,580,1,41.06,568.817158931083
257,"Maths",95,6,"A",10,27,531,1,41.06,568.817158931083
313,"Maths",95,6,"A",10,50,609,1,41.06,568.817158931083
333,"Maths",95,6,"A",10,42,571,1,41.06,568.817158931083
402,"Maths",95,6,"A",10,37,563,1,41.06,568.817158931083
404,"Maths",95,6,"A",10,26,529,1,41.06,568.817158931083
473,"Maths",95,6,"A",10,38,573,1,41.06,568.817158931083
486,"Maths",95,6,"A",10,41,572,1,41.06,568.817158931083
562,"Maths",95,6,"A",10,40,569,1,41.06,568.817158931083
600,"Maths",95,6,"A",10,51,620,1,41.06,568.817158931083
604,"Maths",95,6,"A",10,37,562,1,41.06,568.817158931083
640,"Maths",95,6,"A",10,40,569,1,41.06,568.817158931083
663,"Maths",95,6,"A",10,28,521,1,41.06,568.817158931083
677,"Maths",95,6,"A",10,44,589,1,41.06,568.817158931083
708,"Maths",95,6,"A",10,28,525,1,41.06,568.817158931083
715,"Maths",95,6,"A",10,46,601,1,41.06,568.817158931083
719,"Maths",95,6,"A",10,28,520,1,41.06,568.817158931083
839,"Maths",95,6,"A",10,58,638,1,41.06,568.817158931083
12,"Maths",94,6,"A",10,52,627,1,41.06,568.817158931083
43,"Maths",94,6,"A",10,48,604,1,41.06,568.817158931083
55,"Maths",94,6,"A",10,45,587,1,41.06,568.817158931083
125,"Maths",94,6,"A",10,40,576,1,41.06,568.817158931083
159,"Maths",94,6,"A",10,49,600,1,41.06,568.817158931083
254,"Maths",94,6,"A",10,29,539,1,41.06,568.817158931083
260,"Maths",94,6,"A",10,46,598,1,41.06,568.817158931083
290,"Maths",94,6,"A",10,34,545,1,41.06,568.817158931083
371,"Maths",94,6,"A",10,47,607,1,41.06,568.817158931083
415,"Maths",94,6,"A",10,32,534,1,41.06,568.817158931083
494,"Maths",94,6,"A",10,39,574,1,41.06,568.817158931083
680,"Maths",94,6,"A",10,52,608,1,41.06,568.817158931083
779,"Maths",94,6,"A",10,29,540,1,41.06,568.817158931083
868,"Maths",94,6,"A",10,44,582,1,41.06,568.817158931083
901,"Maths",94,6,"A",10,44,579,1,41.06,568.817158931083
914,"Maths",94,6,"A",10,52,611,1,41.06,568.817158931083
928,"Maths",94,6,"A",10,55,617,1,41.06,568.817158931083
37,"Maths",93,6,"A",10,39,576,1,41.06,568.817158931083
54,"Maths",93,6,"A",10,44,587,1,41.06,568.817158931083
71,"Maths",93,6,"A",10,39,561,1,41.06,568.817158931083
84,"Maths",93,6,"A",10,51,605,1,41.06,568.817158931083
99,"Maths",93,6,"A",10,44,592,1,41.06,568.817158931083
110,"Maths",93,6,"A",10,26,519,1,41.06,568.817158931083
116,"Maths",93,6,"A",10,36,563,1,41.06,568.817158931083
138,"Maths",93,6,"A",10,38,561,1,41.06,568.817158931083
188,"Maths",93,6,"A",10,43,592,1,41.06,568.817158931083
197,"Maths",93,6,"A",10,51,607,1,41.06,568.817158931083
198,"Maths",93,6,"A",10,42,587,1,41.06,568.817158931083
314,"Maths",93,6,"A",10,45,592,1,41.06,568.817158931083
370,"Maths",93,6,"A",10,32,546,1,41.06,568.817158931083
403,"Maths",93,6,"A",10,35,545,1,41.06,568.817158931083
505,"Maths",93,6,"A",10,36,553,1,41.06,568.817158931083
506,"Maths",93,6,"A",10,43,579,1,41.06,568.817158931083
626,"Maths",93,6,"A",10,52,609,1,41.06,568.817158931083
645,"Maths",93,6,"A",10,44,594,1,41.06,568.817158931083
699,"Maths",93,6,"A",10,27,512,1,41.06,568.817158931083
795,"Maths",93,6,"A",10,38,564,1,41.06,568.817158931083
809,"Maths",93,6,"A",10,53,610,1,41.06,568.817158931083
829,"Maths",93,6,"A",10,43,579,1,41.06,568.817158931083
865,"Maths",93,6,"A",10,47,594,1,41.06,568.817158931083
870,"Maths",93,6,"A",10,42,582,1,41.06,568.817158931083
887,"Maths",93,6,"A",10,58,637,1,41.06,568.817158931083
935,"Maths",93,6,"A",10,38,564,1,41.06,568.817158931083
938,"Maths",93,6,"A",10,24,510,1,41.06,568.817158931083
89,"Maths",92,5,"B",8,47,605,1,38.88,568.817158931083
157,"Maths",92,5,"B",8,32,548,0,38.88,568.817158931083
319,"Maths",92,5,"B",8,37,569,0,38.88,568.817158931083
323,"Maths",92,5,"B",8,44,597,1,38.88,568.817158931083
340,"Maths",92,5,"B",8,36,573,0,38.88,568.817158931083
411,"Maths",92,5,"B",8,42,589,1,38.88,568.817158931083
424,"Maths",92,5,"B",8,34,556,0,38.88,568.817158931083
433,"Maths",92,5,"B",8,34,547,0,38.88,568.817158931083
546,"Maths",92,5,"B",8,46,592,1,38.88,568.817158931083
551,"Maths",92,5,"B",8,52,613,1,38.88,568.817158931083
642,"Maths",92,5,"B",8,36,567,1,38.88,568.817158931083
656,"Maths",92,5,"B",8,38,567,1,38.88,568.817158931083
661,"Maths",92,5,"B",8,39,573,1,38.88,568.817158931083
738,"Maths",92,5,"B",8,39,565,0,38.88,568.817158931083
801,"Maths",92,5,"B",8,24,523,0,38.88,568.817158931083
812,"Maths",92,5,"B",8,29,527,1,38.88,568.817158931083
867,"Maths",92,5,"B",8,52,620,1,38.88,568.817158931083
920,"Maths",92,5,"B",8,42,589,1,38.88,568.817158931083
970,"Maths",92,5,"B",8,34,553,0,38.88,568.817158931083
22,"Maths",91,5,"B",8,43,588,0,38.88,568.817158931083
132,"Maths",91,5,"B",8,36,576,0,38.88,568.817158931083
156,"Maths",91,5,"B",8,44,590,1,38.88,568.817158931083
193,"Maths",91,5,"B",8,41,584,1,38.88,568.817158931083
294,"Maths",91,5,"B",8,41,580,1,38.88,568.817158931083
349,"Maths",91,5,"B",8,32,535,0,38.88,568.817158931083
392,"Maths",91,5,"B",8,43,597,1,38.88,568.817158931083
420,"Maths",91,5,"B",8,37,556,1,38.88,568.817158931083
497,"Maths",91,5,"B",8,46,596,1,38.88,568.817158931083
499,"Maths",91,5,"B",8,38,566,0,38.88,568.817158931083
514,"Maths",91,5,"B",8,24,511,0,38.88,568.817158931083
535,"Maths",91,5,"B",8,37,559,0,38.88,568.817158931083
610,"Maths",91,5,"B",8,33,542,0,38.88,568.817158931083
620,"Maths",91,5,"B",8,42,580,1,38.88,568.817158931083
687,"Maths",91,5,"B",8,56,627,1,38.88,568.817158931083
695,"Maths",91,5,"B",8,38,558,1,38.88,568.817158931083
707,"Maths",91,5,"B",8,38,564,1,38.88,568.817158931083
760,"Maths",91,5,"B",8,43,581,1,38.88,568.817158931083
804,"Maths",91,5,"B",8,21,505,0,38.88,568.817158931083
932,"Maths",91,5,"B",8,49,607,1,38.88,568.817158931083
25,"Maths",90,5,"B",8,47,596,1,38.88,568.817158931083
42,"Maths",90,5,"B",8,51,607,1,38.88,568.817158931083
82,"Maths",90,5,"B",8,30,556,1,38.88,568.817158931083
186,"Maths",90,5,"B",8,26,514,0,38.88,568.817158931083
259,"Maths",90,5,"B",8,49,610,1,38.88,568.817158931083
274,"Maths",90,5,"B",8,39,571,1,38.88,568.817158931083
328,"Maths",90,5,"B",8,42,589,1,38.88,568.817158931083
440,"Maths",90,5,"B",8,38,561,1,38.88,568.817158931083
475,"Maths",90,5,"B",8,46,596,1,38.88,568.817158931083
522,"Maths",90,5,"B",8,23,513,0,38.88,568.817158931083
531,"Maths",90,5,"B",8,42,582,1,38.88,568.817158931083
557,"Maths",90,5,"B",8,37,564,1,38.88,568.817158931083
571,"Maths",90,5,"B",8,34,553,1,38.88,568.817158931083
572,"Maths",90,5,"B",8,44,591,0,38.88,568.817158931083
582,"Maths",90,5,"B",8,46,600,1,38.88,568.817158931083
637,"Maths",90,5,"B",8,40,573,0,38.88,568.817158931083
649,"Maths",90,5,"B",8,33,547,0,38.88,568.817158931083
668,"Maths",90,5,"B",8,35,567,1,38.88,568.817158931083
832,"Maths",90,5,"B",8,34,548,1,38.88,568.817158931083
869,"Maths",90,5,"B",8,37,560,1,38.88,568.817158931083
879,"Maths",90,5,"B",8,40,564,1,38.88,568.817158931083
889,"Maths",90,5,"B",8,38,561,1,38.88,568.817158931083
899,"Maths",90,5,"B",8,37,569,1,38.88,568.817158931083
912,"Maths",90,5,"B",8,46,585,1,38.88,568.817158931083
977,"Maths",90,5,"B",8,36,556,1,38.88,568.817158931083
123,"Maths",89,5,"B",8,39,572,1,38.88,568.817158931083
163,"Maths",89,5,"B",8,46,595,1,38.88,568.817158931083
230,"Maths",89,5,"B",8,35,558,1,38.88,568.817158931083
232,"Maths",89,5,"B",8,39,569,0,38.88,568.817158931083
276,"Maths",89,5,"B",8,36,553,1,38.88,568.817158931083
289,"Maths",89,5,"B",8,50,617,1,38.88,568.817158931083
307,"Maths",89,5,"B",8,50,614,1,38.88,568.817158931083
318,"Maths",89,5,"B",8,42,589,0,38.88,568.817158931083
341,"Maths",89,5,"B",8,44,581,1,38.88,568.817158931083
390,"Maths",89,5,"B",8,40,576,1,38.88,568.817158931083
396,"Maths",89,5,"B",8,35,559,1,38.88,568.817158931083
405,"Maths",89,5,"B",8,40,571,0,38.88,568.817158931083
465,"Maths",89,5,"B",8,44,602,1,38.88,568.817158931083
503,"Maths",89,5,"B",8,25,515,0,38.88,568.817158931083
504,"Maths",89,5,"B",8,47,599,1,38.88,568.817158931083
549,"Maths",89,5,"B",8,41,573,1,38.88,568.817158931083
676,"Maths",89,5,"B",8,27,532,0,38.88,568.817158931083
692,"Maths",89,5,"B",8,33,545,0,38.88,568.817158931083
743,"Maths",89,5,"B",8,28,530,0,38.88,568.817158931083
764,"Maths",89,5,"B",8,58,639,1,38.88,568.817158931083
775,"Maths",89,5,"B",8,38,562,0,38.88,568.817158931083
810,"Maths",89,5,"B",8,35,561,1,38.88,568.817158931083
863,"Maths",89,5,"B",8,50,606,1,38.88,568.817158931083
946,"Maths",89,5,"B",8,36,559,0,38.88,568.817158931083
971,"Maths",89,5,"B",8,38,574,0,38.88,568.817158931083
3,"Maths",88,5,"B",8,36,562,0,38.88,568.817158931083
139,"Maths",88,5,"B",8,35,553,0,38.88,568.817158931083
151,"Maths",88,5,"B",8,48,613,0,38.88,568.817158931083
228,"Maths",88,5,"B",8,42,575,1,38.88,568.817158931083
262,"Maths",88,5,"B",8,43,587,1,38.88,568.817158931083
331,"Maths",88,5,"B",8,31,528,1,38.88,568.817158931083
344,"Maths",88,5,"B",8,42,576,1,38.88,568.817158931083
352,"Maths",88,5,"B",8,32,544,0,38.88,568.817158931083
375,"Maths",88,5,"B",8,32,546,0,38.88,568.817158931083
412,"Maths",88,5,"B",8,42,585,1,38.88,568.817158931083
434,"Maths",88,5,"B",8,43,588,1,38.88,568.817158931083
446,"Maths",88,5,"B",8,46,591,1,38.88,568.817158931083
449,"Maths",88,5,"B",8,42,568,1,38.88,568.817158931083
466,"Maths",88,5,"B",8,48,603,0,38.88,568.817158931083
477,"Maths",88,5,"B",8,41,580,0,38.88,568.817158931083
493,"Maths",88,5,"B",8,43,584,1,38.88,568.817158931083
525,"Maths",88,5,"B",8,37,561,1,38.88,568.817158931083
580,"Maths",88,5,"B",8,21,502,0,38.88,568.817158931083
627,"Maths",88,5,"B",8,46,584,0,38.88,568.817158931083
666,"Maths",88,5,"B",8,36,561,1,38.88,568.817158931083
712,"Maths",88,5,"B",8,36,559,1,38.88,568.817158931083
718,"Maths",88,5,"B",8,40,577,0,38.88,568.817158931083
720,"Maths",88,5,"B",8,44,580,1,38.88,568.817158931083
733,"Maths",88,5,"B",8,35,557,1,38.88,568.817158931083
828,"Maths",88,5,"B",8,42,576,1,38.88,568.817158931083
857,"Maths",88,5,"B",8,47,602,1,38.88,568.817158931083
874,"Maths",88,5,"B",8,58,647,1,38.88,568.817158931083
909,"Maths",88,5,"B",8,30,535,0,38.88,568.817158931083
943,"Maths",88,5,"B",8,35,547,0,38.88,568.817158931083
87,"Maths",87,5,"B",8,32,540,0,38.88,568.817158931083
130,"Maths",87,5,"B",8,52,618,1,38.88,568.817158931083
141,"Maths",87,5,"B",8,44,580,1,38.88,568.817158931083
142,"Maths",87,5,"B",8,27,516,0,38.88,568.817158931083
165,"Maths",87,5,"B",8,37,562,0,38.88,568.817158931083
172,"Maths",87,5,"B",8,28,517,0,38.88,568.817158931083
187,"Maths",87,5,"B",8,46,588,1,38.88,568.817158931083
211,"Maths",87,5,"B",8,27,514,1,38.88,568.817158931083
251,"Maths",87,5,"B",8,31,537,0,38.88,568.817158931083
358,"Maths",87,5,"B",8,48,601,1,38.88,568.817158931083
383,"Maths",87,5,"B",8,35,562,1,38.88,568.817158931083
417,"Maths",87,5,"B",8,37,556,1,38.88,568.817158931083
474,"Maths",87,5,"B",8,33,538,1,38.88,568.817158931083
515,"Maths",87,5,"B",8,52,620,1,38.88,568.817158931083
524,"Maths",87,5,"B",8,26,511,0,38.88,568.817158931083
570,"Maths",87,5,"B",8,32,535,1,38.88,568.817158931083
665,"Maths",87,5,"B",8,35,557,1,38.88,568.817158931083
694,"Maths",87,5,"B",8,43,577,0,38.88,568.817158931083
717,"Maths",87,5,"B",8,35,545,1,38.88,568.817158931083
845,"Maths",87,5,"B",8,46,593,1,38.88,568.817158931083
846,"Maths",87,5,"B",8,52,619,1,38.88,568.817158931083
864,"Maths",87,5,"B",8,44,579,1,38.88,568.817158931083
890,"Maths",87,5,"B",8,42,577,0,38.88,568.817158931083
957,"Maths",87,5,"B",8,41,574,1,38.88,568.817158931083
958,"Maths",87,5,"B",8,36,551,1,38.88,568.817158931083
962,"Maths",87,5,"B",8,52,607,1,38.88,568.817158931083
993,"Maths",87,5,"B",8,42,569,1,38.88,568.817158931083
5,"Maths",86,5,"B",8,52,616,1,38.88,568.817158931083
94,"Maths",86,5,"B",8,37,556,1,38.88,568.817158931083
122,"Maths",86,5,"B",8,33,548,0,38.88,568.817158931083
182,"Maths",86,5,"B",8,41,565,1,38.88,568.817158931083
189,"Maths",86,5,"B",8,30,531,1,38.88,568.817158931083
326,"Maths",86,5,"B",8,47,590,1,38.88,568.817158931083
427,"Maths",86,5,"B",8,40,563,0,38.88,568.817158931083
476,"Maths",86,5,"B",8,38,561,0,38.88,568.817158931083
526,"Maths",86,5,"B",8,40,568,1,38.88,568.817158931083
537,"Maths",86,5,"B",8,32,547,0,38.88,568.817158931083
586,"Maths",86,5,"B",8,36,557,1,38.88,568.817158931083
587,"Maths",86,5,"B",8,35,558,1,38.88,568.817158931083
675,"Maths",86,5,"B",8,33,542,1,38.88,568.817158931083
787,"Maths",86,5,"B",8,38,560,1,38.88,568.817158931083
788,"Maths",86,5,"B",8,42,573,1,38.88,568.817158931083
805,"Maths",86,5,"B",8,29,520,0,38.88,568.817158931083
821,"Maths",86,5,"B",8,40,561,0,38.88,568.817158931083
896,"Maths",86,5,"B",8,36,558,1,38.88,568.817158931083
951,"Maths",86,5,"B",8,45,579,1,38.88,568.817158931083
982,"Maths",86,5,"B",8,54,624,1,38.88,568.817158931083
998,"Maths",86,5,"B",8,41,568,1,38.88,568.817158931083
40,"Maths",85,4,"C",6,26,526,1,36.83,568.817158931083
107,"Maths",85,4,"C",6,37,563,1,36.83,568.817158931083
150,"Maths",85,4,"C",6,31,543,1,36.83,568.817158931083
162,"Maths",85,4,"C",6,38,577,0,36.83,568.817158931083
177,"Maths",85,4,"C",6,25,527,0,36.83,568.817158931083
200,"Maths",85,4,"C",6,29,531,1,36.83,568.817158931083
241,"Maths",85,4,"C",6,38,573,1,36.83,568.817158931083
250,"Maths",85,4,"C",6,25,525,1,36.83,568.817158931083
265,"Maths",85,4,"C",6,35,551,1,36.83,568.817158931083
269,"Maths",85,4,"C",6,39,567,1,36.83,568.817158931083
291,"Maths",85,4,"C",6,30,549,0,36.83,568.817158931083
303,"Maths",85,4,"C",6,44,588,1,36.83,568.817158931083
336,"Maths",85,4,"C",6,39,571,1,36.83,568.817158931083
347,"Maths",85,4,"C",6,36,565,1,36.83,568.817158931083
408,"Maths",85,4,"C",6,39,565,1,36.83,568.817158931083
492,"Maths",85,4,"C",6,35,560,1,36.83,568.817158931083
563,"Maths",85,4,"C",6,38,574,0,36.83,568.817158931083
565,"Maths",85,4,"C",6,44,595,0,36.83,568.817158931083
593,"Maths",85,4,"C",6,25,532,0,36.83,568.817158931083
614,"Maths",85,4,"C",6,35,560,1,36.83,568.817158931083
690,"Maths",85,4,"C",6,27,521,0,36.83,568.817158931083
811,"Maths",85,4,"C",6,32,548,1,36.83,568.817158931083
906,"Maths",85,4,"C",6,28,533,0,36.83,568.817158931083
949,"Maths",85,4,"C",6,34,551,0,36.83,568.817158931083
1000,"Maths",85,4,"C",6,34,556,1,36.83,568.817158931083
2,"Maths",84,4,"C",6,29,535,0,36.83,568.817158931083
27,"Maths",84,4,"C",6,30,533,0,36.83,568.817158931083
66,"Maths",84,4,"C",6,41,574,1,36.83,568.817158931083
96,"Maths",84,4,"C",6,45,601,1,36.83,568.817158931083
149,"Maths",84,4,"C",6,47,605,1,36.83,568.817158931083
271,"Maths",84,4,"C",6,41,576,1,36.83,568.817158931083
273,"Maths",84,4,"C",6,33,557,0,36.83,568.817158931083
343,"Maths",84,4,"C",6,28,536,0,36.83,568.817158931083
378,"Maths",84,4,"C",6,28,522,1,36.83,568.817158931083
393,"Maths",84,4,"C",6,25,517,0,36.83,568.817158931083
406,"Maths",84,4,"C",6,39,571,1,36.83,568.817158931083
502,"Maths",84,4,"C",6,44,590,1,36.83,568.817158931083
555,"Maths",84,4,"C",6,36,562,0,36.83,568.817158931083
561,"Maths",84,4,"C",6,28,529,0,36.83,568.817158931083
583,"Maths",84,4,"C",6,30,534,1,36.83,568.817158931083
616,"Maths",84,4,"C",6,38,563,1,36.83,568.817158931083
621,"Maths",84,4,"C",6,28,534,0,36.83,568.817158931083
688,"Maths",84,4,"C",6,31,554,1,36.83,568.817158931083
877,"Maths",84,4,"C",6,29,524,1,36.83,568.817158931083
902,"Maths",84,4,"C",6,29,525,1,36.83,568.817158931083
922,"Maths",84,4,"C",6,42,580,1,36.83,568.817158931083
925,"Maths",84,4,"C",6,34,559,1,36.83,568.817158931083
62,"Maths",83,4,"C",6,32,543,1,36.83,568.817158931083
168,"Maths",83,4,"C",6,38,564,0,36.83,568.817158931083
173,"Maths",83,4,"C",6,29,544,0,36.83,568.817158931083
199,"Maths",83,4,"C",6,25,522,0,36.83,568.817158931083
305,"Maths",83,4,"C",6,40,564,1,36.83,568.817158931083
316,"Maths",83,4,"C",6,37,567,1,36.83,568.817158931083
447,"Maths",83,4,"C",6,35,554,0,36.83,568.817158931083
472,"Maths",83,4,"C",6,35,564,0,36.83,568.817158931083
536,"Maths",83,4,"C",6,40,564,1,36.83,568.817158931083
622,"Maths",83,4,"C",6,35,561,1,36.83,568.817158931083
651,"Maths",83,4,"C",6,40,579,1,36.83,568.817158931083
670,"Maths",83,4,"C",6,22,513,0,36.83,568.817158931083
709,"Maths",83,4,"C",6,30,541,0,36.83,568.817158931083
710,"Maths",83,4,"C",6,39,576,1,36.83,568.817158931083
728,"Maths",83,4,"C",6,43,582,1,36.83,568.817158931083
824,"Maths",83,4,"C",6,34,557,0,36.83,568.817158931083
866,"Maths",83,4,"C",6,37,565,1,36.83,568.817158931083
885,"Maths",83,4,"C",6,41,565,1,36.83,568.817158931083
904,"Maths",83,4,"C",6,46,597,1,36.83,568.817158931083
961,"Maths",83,4,"C",6,54,620,1,36.83,568.817158931083
973,"Maths",83,4,"C",6,48,604,1,36.83,568.817158931083
8,"Maths",82,4,"C",6,42,577,1,36.83,568.817158931083
88,"Maths",82,4,"C",6,28,527,0,36.83,568.817158931083
101,"Maths",82,4,"C",6,42,587,0,36.83,568.817158931083
153,"Maths",82,4,"C",6,31,532,0,36.83,568.817158931083
236,"Maths",82,4,"C",6,44,587,1,36.83,568.817158931083
315,"Maths",82,4,"C",6,28,540,0,36.83,568.817158931083
382,"Maths",82,4,"C",6,56,627,1,36.83,568.817158931083
409,"Maths",82,4,"C",6,34,559,1,36.83,568.817158931083
463,"Maths",82,4,"C",6,30,526,0,36.83,568.817158931083
488,"Maths",82,4,"C",6,37,564,1,36.83,568.817158931083
538,"Maths",82,4,"C",6,42,587,1,36.83,568.817158931083
547,"Maths",82,4,"C",6,45,596,1,36.83,568.817158931083
594,"Maths",82,4,"C",6,34,557,1,36.83,568.817158931083
777,"Maths",82,4,"C",6,42,584,1,36.83,568.817158931083
782,"Maths",82,4,"C",6,48,601,1,36.83,568.817158931083
941,"Maths",82,4,"C",6,37,564,0,36.83,568.817158931083
975,"Maths",82,4,"C",6,45,586,1,36.83,568.817158931083
10,"Maths",81,4,"C",6,28,538,0,36.83,568.817158931083
49,"Maths",81,4,"C",6,39,578,1,36.83,568.817158931083
57,"Maths",81,4,"C",6,48,606,1,36.83,568.817158931083
70,"Maths",81,4,"C",6,37,565,1,36.83,568.817158931083
98,"Maths",81,4,"C",6,26,518,0,36.83,568.817158931083
133,"Maths",81,4,"C",6,25,524,0,36.83,568.817158931083
144,"Maths",81,4,"C",6,39,567,1,36.83,568.817158931083
218,"Maths",81,4,"C",6,42,592,1,36.83,568.817158931083
237,"Maths",81,4,"C",6,35,565,1,36.83,568.817158931083
240,"Maths",81,4,"C",6,43,584,1,36.83,568.817158931083
266,"Maths",81,4,"C",6,46,601,1,36.83,568.817158931083
299,"Maths",81,4,"C",6,39,576,1,36.83,568.817158931083
311,"Maths",81,4,"C",6,33,550,0,36.83,568.817158931083
322,"Maths",81,4,"C",6,40,582,1,36.83,568.817158931083
335,"Maths",81,4,"C",6,38,563,1,36.83,568.817158931083
368,"Maths",81,4,"C",6,41,583,1,36.83,568.817158931083
389,"Maths",81,4,"C",6,35,558,1,36.83,568.817158931083
491,"Maths",81,4,"C",6,31,540,1,36.83,568.817158931083
